underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,implied_underlying_price_1545,active_underlying_price_1545,implied_volatility_1545,delta_1545,gamma_1545,theta_1545,vega_1545,rho_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
SPY,2016-12-15,SPY,2017-01-06,230.500,C,0.5800,0.7700,0.4900,0.4900,61,1892,0.5000,1454,0.5200,226.9000,226.9100,225.7092,226.9100,0.0917,0.1813,0.0514,-0.0212,0.1467,2.4534,11019,0.4800,1088,0.5100,226.8700,226.8900,0.5367,10051,
SPY,2016-12-15,SPY,2017-01-06,230.500,P,5.1400,5.1400,5.1400,5.1400,10,20,5.1500,307,5.4700,226.9000,226.9100,225.7092,226.9100,0.0979,-0.7977,0.0508,-0.0752,0.1544,-11.2454,68,5.1900,296,5.5600,226.8700,226.8900,5.1400,0,
SPY,2016-12-15,SPY,2017-01-06,231.000,C,0.5600,0.6800,0.4100,0.4100,79,659,0.4200,3829,0.4400,226.9000,226.9100,225.7092,226.9100,0.0921,0.1582,0.0469,-0.0200,0.1344,2.1410,6591,0.4000,3223,0.4300,226.8700,226.8900,0.4792,1213,
SPY,2016-12-15,SPY,2017-01-06,231.000,P,0.0000,0.0000,0.0000,0.0000,0,20,5.5600,227,5.9000,226.9000,226.9100,225.7092,226.9100,0.0986,-0.8199,0.0468,-0.0741,0.1433,-11.5752,441,5.6100,68,5.8900,226.8700,226.8900,0.0000,4,
SPY,2016-12-15,SPY,2017-01-06,231.500,C,0.3200,0.5300,0.3200,0.3400,216,723,0.3500,1376,0.3600,226.9000,226.9100,225.7092,226.9100,0.0919,0.1358,0.0425,-0.0183,0.1213,1.8386,260,0.3400,2266,0.3600,226.8700,226.8900,0.4723,1216,
SPY,2016-12-15,SPY,2017-01-06,231.500,P,0.0000,0.0000,0.0000,0.0000,0,20,5.9900,227,6.3400,226.9000,226.9100,225.7092,226.9100,0.0996,-0.8392,0.0429,-0.0731,0.1329,-11.8664,528,6.0400,76,6.3300,226.8700,226.8900,0.0000,11,
SPY,2016-12-15,SPY,2017-01-06,232.000,C,0.5000,0.5000,0.4700,0.4700,16,849,0.2900,1213,0.3000,226.9000,226.9100,225.7092,226.9100,0.0922,0.1167,0.0381,-0.0168,0.1092,1.5810,1163,0.2800,1822,0.3000,226.8700,226.8900,0.4794,998,
SPY,2016-12-15,SPY,2017-01-06,232.000,P,7.3000,7.3500,7.3000,7.3000,200,131,6.5100,169,6.6700,226.9000,226.9100,225.7092,226.9100,0.0993,-0.8602,0.0391,-0.0713,0.1206,-12.1791,84,6.5100,262,6.6900,226.8700,226.8900,7.3130,136,
SPY,2016-12-15,SPY,2017-01-06,232.500,C,0.3200,0.3800,0.2200,0.2200,23,1279,0.2400,1391,0.2500,226.9000,226.9100,225.7092,226.9100,0.0925,0.0999,0.0340,-0.0154,0.0977,1.3541,1780,0.2300,1588,0.2500,226.8700,226.8900,0.3243,707,
SPY,2016-12-15,SPY,2017-01-06,232.500,P,0.0000,0.0000,0.0000,0.0000,0,20,6.8800,146,7.2600,226.9000,226.9100,225.7092,226.9100,0.1029,-0.8697,0.0358,-0.0714,0.1146,-12.3389,68,6.9400,547,7.2600,226.8700,226.8900,0.0000,225,
SPY,2016-12-15,SPY,2017-01-06,233.000,C,0.2800,0.2900,0.2600,0.2600,818,1158,0.2000,1646,0.2100,226.9000,226.9100,225.7092,226.9100,0.0931,0.0857,0.0301,-0.0140,0.0872,1.1622,2015,0.1900,1543,0.2100,226.8700,226.8900,0.2664,678,
SPY,2016-12-15,SPY,2017-01-06,233.000,P,0.0000,0.0000,0.0000,0.0000,0,20,7.3400,50,7.7200,226.9000,226.9100,225.7092,226.9100,0.1045,-0.8828,0.0326,-0.0704,0.1060,-12.5461,22,7.3800,22,7.7600,226.8700,226.8900,0.0000,0,
SPY,2016-12-15,SPY,2017-01-06,233.500,C,0.1500,0.1500,0.1500,0.1500,10,4419,0.1600,3261,0.1800,226.9000,226.9100,225.7092,226.9100,0.0936,0.0730,0.0266,-0.0126,0.0772,0.9897,1844,0.1600,3938,0.1800,226.8700,226.8900,0.1500,701,
SPY,2016-12-15,SPY,2017-01-06,233.500,P,0.0000,0.0000,0.0000,0.0000,0,20,7.8100,114,8.2000,226.9000,226.9100,225.7092,226.9100,0.1071,-0.8923,0.0299,-0.0699,0.0994,-12.7048,22,7.8500,23,8.2500,226.8700,226.8900,0.0000,6,
SPY,2016-12-15,SPY,2017-01-06,234.000,C,0.2500,0.2500,0.1500,0.1500,34,7245,0.1300,3073,0.1500,226.9000,226.9100,225.7092,226.9100,0.0939,0.0617,0.0232,-0.0113,0.0678,0.8371,2628,0.1300,1853,0.1500,226.8700,226.8900,0.1771,2642,
SPY,2016-12-15,SPY,2017-01-06,234.000,P,0.0000,0.0000,0.0000,0.0000,0,20,8.2900,129,8.6800,226.9000,226.9100,225.7092,226.9100,0.1099,-0.9003,0.0274,-0.0695,0.0937,-12.8428,11,8.3300,103,8.7800,226.8700,226.8900,0.0000,4,
SPY,2016-12-15,SPY,2017-01-06,234.500,C,0.1400,0.1400,0.1400,0.1400,1,4827,0.1100,629,0.1200,226.9000,226.9100,225.7092,226.9100,0.0943,0.0520,0.0202,-0.0100,0.0592,0.7049,2176,0.1100,5384,0.1300,226.8700,226.8900,0.1400,957,
SPY,2016-12-15,SPY,2017-01-06,234.500,P,0.0000,0.0000,0.0000,0.0000,0,20,8.7700,173,9.1600,226.9000,226.9100,225.7092,226.9100,0.1125,-0.9079,0.0252,-0.0690,0.0880,-12.9759,11,8.8100,113,9.2700,226.8700,226.8900,0.0000,3,
SPY,2016-12-15,SPY,2017-01-06,235.000,C,0.1300,0.1500,0.1100,0.1100,891,5181,0.0900,10592,0.1100,226.9000,226.9100,225.7092,226.9100,0.0959,0.0455,0.0179,-0.0092,0.0533,0.6172,2435,0.0900,3282,0.1100,226.8700,226.8900,0.1246,1068,
SPY,2016-12-15,SPY,2017-01-06,235.000,P,0.0000,0.0000,0.0000,0.0000,0,20,9.2500,73,9.6500,226.9000,226.9100,225.7092,226.9100,0.1154,-0.9140,0.0232,-0.0687,0.0833,-13.0889,11,9.2900,113,9.7600,226.8700,226.8900,0.0000,33,
SPY,2016-12-15,SPY,2017-01-06,235.500,C,0.0000,0.0000,0.0000,0.0000,2,3175,0.0800,1305,0.0900,226.9000,226.9100,225.7092,226.9100,0.0969,0.0392,0.0157,-0.0084,0.0472,0.5313,1014,0.0800,969,0.0900,226.8700,226.8900,0.0000,290,
SPY,2016-12-15,SPY,2017-01-06,235.500,P,0.0000,0.0000,0.0000,0.0000,0,20,9.7400,129,10.1400,226.9000,226.9100,225.7092,226.9100,0.1188,-0.9188,0.0216,-0.0685,0.0796,-13.1834,11,9.7800,103,10.2400,226.8700,226.8900,0.0000,3,
SPY,2016-12-15,SPY,2017-01-06,236.000,C,0.0000,0.0000,0.0000,0.0000,0,1201,0.0700,11222,0.0800,226.9000,226.9100,225.7092,226.9100,0.0986,0.0346,0.0139,-0.0078,0.0426,0.4694,4174,0.0600,3205,0.0800,226.8700,226.8900,0.0000,1085,
SPY,2016-12-15,SPY,2017-01-06,236.000,P,0.0000,0.0000,0.0000,0.0000,0,20,10.2300,129,10.6300,226.9000,226.9100,225.7092,226.9100,0.1220,-0.9232,0.0200,-0.0683,0.0760,-13.2742,11,10.2700,113,10.7400,226.8700,226.8900,0.0000,1,
SPY,2016-12-15,SPY,2017-01-06,236.500,C,0.0000,0.0000,0.0000,0.0000,0,1080,0.0600,16480,0.0700,226.9000,226.9100,225.7092,226.9100,0.1000,0.0302,0.0123,-0.0071,0.0381,0.4094,3760,0.0500,3703,0.0700,226.8700,226.8900,0.0000,1035,
SPY,2016-12-15,SPY,2017-01-06,236.500,P,0.0000,0.0000,0.0000,0.0000,0,20,10.7200,50,11.1200,226.9000,226.9100,225.7092,226.9100,0.1251,-0.9275,0.0186,-0.0681,0.0725,-13.3619,11,10.7600,115,11.2300,226.8700,226.8900,0.0000,1,
SPY,2016-12-15,SPY,2017-01-06,237.000,C,0.0000,0.0000,0.0000,0.0000,0,1559,0.0500,11785,0.0600,226.9000,226.9100,225.7092,226.9100,0.1009,0.0258,0.0107,-0.0063,0.0335,0.3507,432,0.0500,3142,0.0600,226.8700,226.8900,0.0000,617,
SPY,2016-12-15,SPY,2017-01-06,237.000,P,0.0000,0.0000,0.0000,0.0000,0,40,11.2100,129,11.6200,226.9000,226.9100,225.7092,226.9100,0.1288,-0.9304,0.0175,-0.0681,0.0700,-13.4324,11,11.2600,102,11.7300,226.8700,226.8900,0.0000,0,
SPY,2016-12-15,SPY,2017-01-06,237.500,C,0.0800,0.0800,0.0800,0.0800,10,3970,0.0400,3555,0.0500,226.9000,226.9100,225.7092,226.9100,0.1013,0.0216,0.0091,-0.0055,0.0288,0.2928,2942,0.0400,1905,0.0500,226.8700,226.8900,0.0800,41,
SPY,2016-12-15,SPY,2017-01-06,237.500,P,0.0000,0.0000,0.0000,0.0000,0,51,11.7000,94,12.1200,226.9000,226.9100,225.7092,226.9100,0.1324,-0.9332,0.0164,-0.0681,0.0676,-13.5005,11,11.7500,92,12.2200,226.8700,226.8900,0.0000,0,
SPY,2016-12-15,SPY,2017-01-06,238.000,C,0.0000,0.0000,0.0000,0.0000,0,928,0.0400,19618,0.0500,226.9000,226.9100,225.7092,226.9100,0.1049,0.0209,0.0086,-0.0056,0.0280,0.2841,4759,0.0300,522,0.0400,226.8700,226.8900,0.0000,232,
SPY,2016-12-15,SPY,2017-01-06,238.000,P,0.0000,0.0000,0.0000,0.0000,0,40,12.2000,151,12.6200,226.9000,226.9100,225.7092,226.9100,0.1367,-0.9348,0.0156,-0.0684,0.0663,-13.5525,11,12.2500,92,12.7200,226.8700,226.8900,0.0000,0,
SPY,2016-12-15,SPY,2017-01-06,238.500,C,0.0000,0.0000,0.0000,0.0000,0,3701,0.0300,4727,0.0400,226.9000,226.9100,225.7092,226.9100,0.1045,0.0168,0.0072,-0.0046,0.0233,0.2280,2777,0.0300,2562,0.0400,226.8700,226.8900,0.0000,200,
SPY,2016-12-15,SPY,2017-01-06,238.500,P,0.0000,0.0000,0.0000,0.0000,0,40,12.7000,165,13.1200,226.9000,226.9100,225.7092,226.9100,0.1409,-0.9363,0.0148,-0.0687,0.0650,-13.6032,11,12.7500,92,13.2200,226.8700,226.8900,0.0000,0,
SPY,2016-12-15,SPY,2017-01-06,239.000,C,0.0000,0.0000,0.0000,0.0000,0,1180,0.0300,18640,0.0400,226.9000,226.9100,225.7092,226.9100,0.1079,0.0163,0.0068,-0.0047,0.0227,0.2216,432,0.0300,3514,0.0400,226.8700,226.8900,0.0000,0,
SPY,2016-12-15,SPY,2017-01-06,239.000,P,0.0000,0.0000,0.0000,0.0000,0,53,13.1900,94,13.6100,226.9000,226.9100,225.7092,226.9100,0.1435,-0.9398,0.0139,-0.0683,0.0619,-13.6798,11,13.2400,102,13.7200,226.8700,226.8900,0.0000,0,
SPY,2016-12-15,SPY,2017-01-06,239.500,C,0.0300,0.0300,0.0300,0.0300,59,4706,0.0200,2282,0.0300,226.9000,226.9100,225.7092,226.9100,0.1062,0.0122,0.0054,-0.0036,0.0177,0.1663,3699,0.0200,767,0.0300,226.8700,226.8900,0.0300,59,
SPY,2016-12-15,SPY,2017-01-06,239.500,P,0.0000,0.0000,0.0000,0.0000,0,53,13.6900,73,14.1100,226.9000,226.9100,225.7092,226.9100,0.1477,-0.9410,0.0132,-0.0686,0.0608,-13.7272,11,13.7400,102,14.2200,226.8700,226.8900,0.0000,0,
SPY,2016-12-15,SPY,2017-01-06,240.000,C,0.0200,0.0200,0.0200,0.0200,4,2650,0.0200,12379,0.0300,226.9000,226.9100,225.7092,226.9100,0.1095,0.0119,0.0051,-0.0037,0.0173,0.1618,2887,0.0200,2096,0.0300,226.8700,226.8900,0.0200,2339,
SPY,2016-12-15,SPY,2017-01-06,240.000,P,0.0000,0.0000,0.0000,0.0000,0,54,14.1900,73,14.6100,226.9000,226.9100,225.7092,226.9100,0.1519,-0.9422,0.0127,-0.0688,0.0597,-13.7740,11,14.2400,111,14.7100,226.8700,226.8900,0.0000,36,
SPY,2016-12-15,SPY,2017-01-06,242.500,C,0.0200,0.0200,0.0200,0.0200,4,3312,0.0100,4442,0.0200,226.9000,226.9100,225.7092,226.9100,0.1177,0.0070,0.0030,-0.0025,0.0109,0.0950,3091,0.0100,2191,0.0200,226.8700,226.8900,0.0200,9,
SPY,2016-12-15,SPY,2017-01-06,242.500,P,0.0000,0.0000,0.0000,0.0000,0,45,16.6700,35,17.1200,226.9000,226.9100,225.7092,226.9100,0.1712,-0.9483,0.0102,-0.0696,0.0542,-14.0073,20,16.7100,23,17.2200,226.8700,226.8900,0.0000,4,
SPY,2016-12-15,SPY,2017-01-06,245.000,C,0.0000,0.0000,0.0000,0.0000,0,3189,0.0100,17161,0.0200,226.9000,226.9100,225.7092,226.9100,0.1326,0.0063,0.0024,-0.0027,0.0099,0.0858,2434,0.0100,2433,0.0200,226.8700,226.8900,0.0000,21,
SPY,2016-12-15,SPY,2017-01-06,245.000,P,18.9900,18.9900,18.9900,18.9900,23,61,19.3100,52,19.5300,226.9000,226.9100,225.7092,226.9100,0.1955,-0.9482,0.0089,-0.0725,0.0543,-14.1585,20,19.3000,57,19.5600,226.8700,226.8900,18.9900,120,
SPY,2016-12-15,SPY,2017-01-06,247.500,C,0.0100,0.0100,0.0100,0.0100,99,0,0.0000,3108,0.0100,226.9000,226.9100,225.7092,226.9100,0.1313,0.0023,0.0010,-0.0011,0.0040,0.0314,0,0.0000,1182,0.0100,226.8700,226.8900,0.0100,2,
SPY,2016-12-15,SPY,2017-01-06,247.500,P,0.0000,0.0000,0.0000,0.0000,0,35,21.6600,41,22.1200,226.9000,226.9100,225.7092,226.9100,0.2088,-0.9562,0.0072,-0.0709,0.0466,-14.4171,20,21.7100,22,22.2300,226.8700,226.8900,0.0000,0,
SPY,2016-12-15,SPY,2017-01-06,250.000,C,0.0100,0.0100,0.0100,0.0100,3387,0,0.0000,5008,0.0100,226.9000,226.9100,225.7092,226.9100,0.1443,0.0021,0.0008,-0.0011,0.0038,0.0290,0,0.0000,2194,0.0100,226.8700,226.8900,0.0100,22,
SPY,2016-12-15,SPY,2017-01-06,250.000,P,0.0000,0.0000,0.0000,0.0000,0,51,24.1700,121,24.6300,226.9000,226.9100,225.7092,226.9100,0.2295,-0.9573,0.0064,-0.0726,0.0455,-14.5843,20,24.2100,23,24.7300,226.8700,226.8900,0.0000,43,
SPY,2016-12-15,SPY,2017-01-06,252.500,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,5388,0.0100,226.9000,226.9100,225.7092,226.9100,0.1570,0.0020,0.0007,-0.0011,0.0035,0.0268,0,0.0000,2526,0.0100,226.8700,226.8900,0.0000,0,
SPY,2016-12-15,SPY,2017-01-06,252.500,P,0.0000,0.0000,0.0000,0.0000,0,34,26.6900,35,27.1300,226.9000,226.9100,225.7092,226.9100,0.2500,-0.9582,0.0057,-0.0742,0.0446,-14.7483,20,26.7100,22,27.2300,226.8700,226.8900,0.0000,0,
SPY,2016-12-15,SPY,2017-01-06,255.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,6368,0.0100,226.9000,226.9100,225.7092,226.9100,0.1696,0.0019,0.0006,-0.0012,0.0033,0.0251,0,0.0000,2724,0.0100,226.8700,226.8900,0.0000,101,
SPY,2016-12-15,SPY,2017-01-06,255.000,P,0.0000,0.0000,0.0000,0.0000,0,34,29.1900,81,29.6300,226.9000,226.9100,225.7092,226.9100,0.2679,-0.9602,0.0051,-0.0748,0.0426,-14.9264,20,29.2100,23,29.7300,226.8700,226.8900,0.0000,11,
SPY,2016-12-15,SPY,2017-01-06,257.500,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,6469,0.0100,226.9000,226.9100,225.7092,226.9100,0.1817,0.0017,0.0005,-0.0012,0.0031,0.0233,0,0.0000,2771,0.0100,226.8700,226.8900,0.0000,0,
SPY,2016-12-15,SPY,2017-01-06,257.500,P,0.0000,0.0000,0.0000,0.0000,0,37,31.8000,24,32.0300,226.9000,226.9100,225.7092,226.9100,0.2867,-0.9613,0.0046,-0.0759,0.0414,-15.0931,20,31.8000,20,32.0600,226.8700,226.8900,0.0000,12,
SPY,2016-12-15,SPY,2017-01-06,260.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,6703,0.0100,226.9000,226.9100,225.7092,226.9100,0.1935,0.0016,0.0005,-0.0012,0.0029,0.0217,0,0.0000,2905,0.0100,226.8700,226.8900,0.0000,0,
SPY,2016-12-15,SPY,2017-01-06,260.000,P,0.0000,0.0000,0.0000,0.0000,0,12,34.2400,26,34.5400,226.9000,226.9100,225.7092,226.9100,0.2975,-0.9658,0.0040,-0.0740,0.0368,-15.3031,10,34.2100,80,34.7000,226.8700,226.8900,0.0000,36,
SPY,2016-12-15,SPY,2017-01-11,195.000,C,0.0000,0.0000,0.0000,0.0000,0,34,31.7000,35,32.1500,226.9000,226.9100,225.7239,226.9100,0.3476,0.9401,0.0052,-0.0052,0.0683,13.4784,20,31.5300,11,32.0300,226.8700,226.8900,0.0000,0,
SPY,2016-12-15,SPY,2017-01-11,195.000,P,0.0800,0.0900,0.0800,0.0900,16,28821,0.0800,1,0.0900,226.9000,226.9100,225.7239,226.9100,0.2527,-0.0150,0.0024,-0.0115,0.0234,-0.2588,4545,0.0900,3545,0.1100,226.8700,226.8900,0.0809,72,
SPY,2016-12-15,SPY,2017-01-11,200.000,C,0.0000,0.0000,0.0000,0.0000,0,69,26.7100,37,27.1600,226.9000,226.9100,225.7239,226.9100,0.2987,0.9326,0.0066,-0.0034,0.0756,13.7226,20,26.7200,11,27.2200,226.8700,226.8900,0.0000,0,
SPY,2016-12-15,SPY,2017-01-11,200.000,P,0.1100,0.1200,0.1100,0.1200,4,3638,0.1200,3345,0.1300,226.9000,226.9100,225.7239,226.9100,0.2278,-0.0232,0.0039,-0.0152,0.0339,-0.3998,5063,0.1200,2516,0.1400,226.8700,226.8900,0.1150,534,
SPY,2016-12-15,SPY,2017-01-11,205.000,C,0.0000,0.0000,0.0000,0.0000,0,34,21.7100,35,22.1600,226.9000,226.9100,225.7239,226.9100,0.2504,0.9221,0.0089,-0.0016,0.0853,13.9164,20,21.7200,11,22.2200,226.8700,226.8900,0.0000,0,
SPY,2016-12-15,SPY,2017-01-11,205.000,P,0.1600,0.1700,0.1600,0.1700,196,2474,0.1700,4648,0.1800,226.9000,226.9100,225.7239,226.9100,0.1995,-0.0351,0.0063,-0.0191,0.0478,-0.6036,1863,0.1700,11824,0.1900,226.8700,226.8900,0.1666,403,
SPY,2016-12-15,SPY,2017-01-11,210.000,C,0.0000,0.0000,0.0000,0.0000,0,38,16.7100,69,17.1600,226.9000,226.9100,225.7239,226.9100,0.2046,0.9038,0.0129,-0.0011,0.1010,13.9771,255,16.7200,180,17.1400,226.8700,226.8900,0.0000,11,
SPY,2016-12-15,SPY,2017-01-11,210.000,P,0.2500,0.2500,0.2500,0.2500,4,17557,0.2500,4265,0.2700,226.9000,226.9100,225.7239,226.9100,0.1712,-0.0566,0.0108,-0.0245,0.0702,-0.9705,1496,0.2600,2266,0.2800,226.8700,226.8900,0.2500,4980,
SPY,2016-12-15,SPY,2017-01-11,215.000,C,0.0000,0.0000,0.0000,0.0000,0,34,11.7100,35,12.1600,226.9000,226.9100,225.7239,226.9100,0.1582,0.8727,0.0207,-0.0008,0.1249,13.8202,124,11.7100,47,12.0000,226.8700,226.8900,0.0000,32,
SPY,2016-12-15,SPY,2017-01-11,215.000,P,0.4700,0.4800,0.4600,0.4600,27,5939,0.4500,325,0.4700,226.9000,226.9100,225.7239,226.9100,0.1463,-0.1047,0.0201,-0.0345,0.1119,-1.7931,2730,0.4500,3433,0.4900,226.8700,226.8900,0.4700,252,
SPY,2016-12-15,SPY,2017-01-11,215.500,C,0.0000,0.0000,0.0000,0.0000,0,61,11.2300,28,11.6400,226.9000,226.9100,225.7239,226.9100,0.1533,0.8685,0.0219,-0.0007,0.1278,13.7870,127,11.1700,40,11.5000,226.8700,226.8900,0.0000,1,
SPY,2016-12-15,SPY,2017-01-11,215.500,P,0.0000,0.0000,0.0000,0.0000,0,3896,0.4800,4283,0.5100,226.9000,226.9100,225.7239,226.9100,0.1442,-0.1125,0.0214,-0.0360,0.1178,-1.9273,2473,0.4800,2455,0.5200,226.8700,226.8900,0.0000,31,
SPY,2016-12-15,SPY,2017-01-11,216.000,C,0.0000,0.0000,0.0000,0.0000,0,61,10.7300,28,11.1400,226.9000,226.9100,225.7239,226.9100,0.1485,0.8640,0.0231,-0.0006,0.1309,13.7481,167,10.7300,272,11.1800,226.8700,226.8900,0.0000,2,
SPY,2016-12-15,SPY,2017-01-11,216.000,P,0.0000,0.0000,0.0000,0.0000,0,16698,0.5100,2877,0.5400,226.9000,226.9100,225.7239,226.9100,0.1415,-0.1199,0.0228,-0.0371,0.1232,-2.0533,1273,0.5200,1008,0.5500,226.8700,226.8900,0.0000,26,
SPY,2016-12-15,SPY,2017-01-11,216.500,C,0.0000,0.0000,0.0000,0.0000,0,20,10.3300,50,10.5200,226.9000,226.9100,225.7239,226.9100,0.1415,0.8626,0.0245,0.0000,0.1319,13.7630,333,10.3100,55,10.4600,226.8700,226.8900,0.0000,79,
SPY,2016-12-15,SPY,2017-01-11,216.500,P,0.0000,0.0000,0.0000,0.0000,0,4365,0.5500,4812,0.5800,226.9000,226.9100,225.7239,226.9100,0.1394,-0.1289,0.0244,-0.0387,0.1296,-2.2073,2950,0.5500,2167,0.5900,226.8700,226.8900,0.0000,175,
SPY,2016-12-15,SPY,2017-01-11,217.000,C,0.0000,0.0000,0.0000,0.0000,0,66,9.7300,70,10.1500,226.9000,226.9100,225.7239,226.9100,0.1395,0.8527,0.0261,-0.0009,0.1386,13.6292,172,9.7300,288,10.1900,226.8700,226.8900,0.0000,14,
SPY,2016-12-15,SPY,2017-01-11,217.000,P,0.0000,0.0000,0.0000,0.0000,0,4102,0.5900,4073,0.6200,226.9000,226.9100,225.7239,226.9100,0.1371,-0.1382,0.0260,-0.0401,0.1360,-2.3670,104,0.6000,2174,0.6300,226.8700,226.8900,0.0000,70,
SPY,2016-12-15,SPY,2017-01-11,217.500,C,0.0000,0.0000,0.0000,0.0000,0,66,9.2300,70,9.6500,226.9000,226.9100,225.7239,226.9100,0.1344,0.8472,0.0277,-0.0007,0.1422,13.5736,172,9.2300,379,9.6900,226.8700,226.8900,0.0000,57,
SPY,2016-12-15,SPY,2017-01-11,217.500,P,0.0000,0.0000,0.0000,0.0000,0,17343,0.6300,168,0.6600,226.9000,226.9100,225.7239,226.9100,0.1345,-0.1478,0.0277,-0.0414,0.1423,-2.5315,2011,0.6400,94,0.6700,226.8700,226.8900,0.0000,297,
SPY,2016-12-15,SPY,2017-01-11,218.000,C,9.2900,9.2900,9.2900,9.2900,10,30,8.7200,49,9.0800,226.9000,226.9100,225.7239,226.9100,0.0200,1.0000,0.0000,0.0000,0.0000,16.1389,228,8.7000,55,9.0000,226.8700,226.8900,9.2900,76,
SPY,2016-12-15,SPY,2017-01-11,218.000,P,0.7500,0.7500,0.6800,0.7200,16,12372,0.6800,198,0.7100,226.9000,226.9100,225.7239,226.9100,0.1324,-0.1590,0.0296,-0.0430,0.1494,-2.7232,1636,0.6900,437,0.7200,226.8700,226.8900,0.6950,196,
SPY,2016-12-15,SPY,2017-01-11,218.500,C,0.0000,0.0000,0.0000,0.0000,0,61,8.2300,28,8.6400,226.9000,226.9100,225.7239,226.9100,0.1233,0.8365,0.0317,0.0000,0.1490,13.4675,149,8.2300,251,8.6900,226.8700,226.8900,0.0000,73,
SPY,2016-12-15,SPY,2017-01-11,218.500,P,0.0000,0.0000,0.0000,0.0000,0,306,0.7400,5514,0.7700,226.9000,226.9100,225.7239,226.9100,0.1306,-0.1717,0.0315,-0.0449,0.1570,-2.9413,2058,0.7400,2927,0.7800,226.8700,226.8900,0.0000,215,
SPY,2016-12-15,SPY,2017-01-11,219.000,C,0.0000,0.0000,0.0000,0.0000,0,40,7.7300,90,8.1600,226.9000,226.9100,225.7239,226.9100,0.1196,0.8265,0.0340,-0.0005,0.1550,13.3344,379,7.7300,331,8.1800,226.8700,226.8900,0.0000,44,
SPY,2016-12-15,SPY,2017-01-11,219.000,P,0.8200,0.8200,0.8200,0.8200,2,234,0.8000,5564,0.8300,226.9000,226.9100,225.7239,226.9100,0.1284,-0.1848,0.0336,-0.0466,0.1644,-3.1658,885,0.8000,682,0.8300,226.8700,226.8900,0.8200,208,
SPY,2016-12-15,SPY,2017-01-11,219.500,C,0.0000,0.0000,0.0000,0.0000,0,40,7.2300,30,7.6500,226.9000,226.9100,225.7239,226.9100,0.1134,0.8204,0.0366,0.0000,0.1585,13.2706,437,7.2300,548,7.6900,226.8700,226.8900,0.0000,73,
SPY,2016-12-15,SPY,2017-01-11,219.500,P,0.8400,0.8800,0.8400,0.8800,7,1294,0.8600,1900,0.8900,226.9000,226.9100,225.7239,226.9100,0.1260,-0.1984,0.0357,-0.0481,0.1717,-3.3984,2070,0.8600,469,0.8900,226.8700,226.8900,0.8686,378,
SPY,2016-12-15,SPY,2017-01-11,220.000,C,6.8900,7.1600,6.8900,7.1100,10,50,6.8400,20,6.9800,226.9000,226.9100,225.7239,226.9100,0.0200,1.0000,0.0000,0.0000,0.0000,16.2869,212,6.8500,221,6.9600,226.8700,226.8900,7.0670,277,
SPY,2016-12-15,SPY,2017-01-11,220.000,P,1.1100,1.1100,0.9500,0.9900,33,238,0.9300,693,0.9600,226.9000,226.9100,225.7239,226.9100,0.1238,-0.2135,0.0380,-0.0498,0.1793,-3.6578,2008,0.9300,1331,0.9700,226.8700,226.8900,1.0178,375,
SPY,2016-12-15,SPY,2017-01-11,220.500,C,0.0000,0.0000,0.0000,0.0000,0,97,6.2400,30,6.6300,226.9000,226.9100,225.7239,226.9100,0.1017,0.8047,0.0431,0.0000,0.1673,13.0795,252,6.2400,548,6.6700,226.8700,226.8900,0.0000,233,
SPY,2016-12-15,SPY,2017-01-11,220.500,P,1.0000,1.0000,1.0000,1.0000,100,163,1.0100,2461,1.0400,226.9000,226.9100,225.7239,226.9100,0.1218,-0.2302,0.0403,-0.0515,0.1871,-3.9435,463,1.0100,334,1.0400,226.8700,226.8900,1.0000,1413,
SPY,2016-12-15,SPY,2017-01-11,221.000,C,6.8400,6.8400,6.2900,6.2900,7,223,5.8000,207,6.1300,226.9000,226.9100,225.7239,226.9100,0.0999,0.7856,0.0465,-0.0006,0.1772,12.7911,844,5.7800,705,6.1300,226.8700,226.8900,6.4900,206,
SPY,2016-12-15,SPY,2017-01-11,221.000,P,1.0700,1.0700,1.0700,1.0700,2,1030,1.0900,3731,1.1300,226.9000,226.9100,225.7239,226.9100,0.1197,-0.2478,0.0427,-0.0532,0.1948,-4.2471,1172,1.0900,983,1.1300,226.8700,226.8900,1.0700,450,
SPY,2016-12-15,SPY,2017-01-11,221.500,C,5.5700,5.5700,5.5700,5.5700,8,171,5.3900,582,5.6600,226.9000,226.9100,225.7239,226.9100,0.1000,0.7609,0.0495,-0.0038,0.1888,12.4041,518,5.4100,827,5.6800,226.8700,226.8900,5.5700,80,
SPY,2016-12-15,SPY,2017-01-11,221.500,P,1.1900,1.2800,1.1900,1.2800,16,3709,1.1800,1277,1.2200,226.9000,226.9100,225.7239,226.9100,0.1175,-0.2666,0.0452,-0.0548,0.2024,-4.5694,1119,1.1800,2317,1.2300,226.8700,226.8900,1.2500,150,
